"VERSION","FILE_NAME","LOC","LOC_TOUCHED","NUMBER_OF_REVISIONS","LOC_ADDED","AVG_LOC_ADDED","NUMBER_OF_AUTHORS","MAX_LOC_ADDED","TOTAL_LOC_REMOVED","MAX_LOC_REMOVED","AVG_LOC_TOUCHED","BUGGY"
"1","client/src/main/java/org/apache/syncope/client/to/UserRequestTO.java","48","84","1","84","84.0","1","84","0","0","84","false"
"1","client/src/main/java/org/apache/syncope/client/to/UserTO.java","144","213","1","213","213.0","1","213","0","0","213","false"
"1","client/src/main/java/org/apache/syncope/client/to/VirtualSchemaTO.java","11","34","1","34","34.0","1","34","0","0","34","false"
"1","client/src/main/java/org/apache/syncope/client/to/WorkflowDefinitionTO.java","19","46","1","46","46.0","1","46","0","0","46","false"
"1","client/src/main/java/org/apache/syncope/client/to/WorkflowFormPropertyTO.java","82","133","1","133","133.0","1","133","0","0","133","false"
"1","client/src/main/java/org/apache/syncope/client/to/WorkflowFormTO.java","100","151","1","151","151.0","1","151","0","0","151","false"
"1","client/src/main/java/org/apache/syncope/client/util/AttributableOperations.java","496","425","2","412","206.0","2","370","13","13","212","false"
"1","client/src/main/java/org/apache/syncope/client/util/XMLSerializer.java","30","63","1","63","63.0","1","63","0","0","63","false"
"1","client/src/main/java/org/apache/syncope/client/validation/SyncopeClientCompositeErrorException.java","61","96","1","96","96.0","1","96","0","0","96","false"
"1","client/src/main/java/org/apache/syncope/client/validation/SyncopeClientErrorHandler.java","56","93","1","93","93.0","1","93","0","0","93","false"
"1","client/src/main/java/org/apache/syncope/client/validation/SyncopeClientException.java","42","75","1","75","75.0","1","75","0","0","75","false"
"1","client/src/main/java/org/apache/syncope/types/AbstractPolicySpec.java","7","29","1","29","29.0","1","29","0","0","29","false"
"1","client/src/main/java/org/apache/syncope/types/AccountPolicySpec.java","90","175","1","175","175.0","1","175","0","0","175","false"
"1","client/src/main/java/org/apache/syncope/types/AttributableType.java","6","27","1","27","27.0","1","27","0","0","27","false"
"1","client/src/main/java/org/apache/syncope/types/AuditElements.java","173","244","1","244","244.0","1","244","0","0","244","false"
"1","client/src/main/java/org/apache/syncope/types/AuditLoggerName.java","122","104","2","101","50.5","1","98","3","3","52","false"
"1","client/src/main/java/org/apache/syncope/types/CipherAlgorithm.java","14","37","1","37","37.0","1","37","0","0","37","false"
"1","client/src/main/java/org/apache/syncope/types/ConflictResolutionAction.java","7","31","1","31","31.0","1","31","0","0","31","false"
